"","market","airlineaa","airlinedl","airlineua","airlineal","airlinelcc","airlinewn","airport1","state1","city1","population1","route1","tourism1","airport2","state2","city2","population2","route2","tourism2","distance","distancesq","passengers","airpresence","population","route","firm_nb"
"1361","DENPNS",0,1,0,1,0,0,"DEN","US-CO","Denver",554636,95,0,"PNS","US-FL","Pensacola",56255,38,1,1227,1505529,1943,2384061,305445.5,66.5,2
"1362","DENPVD",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"PVD","US-RI","Providence",173618,59,0,1737,3017169,4641,8061417,364127,77,4
"1363","DENRDU",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,1436,2062096,11883,17063988,508882,86,5
"1364","DENRIC",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"RIC","US-VA","Richmond",197790,50,0,1482,2196324,3988,5910216,376213,72.5,4
"1365","DENROC",1,0,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"ROC","US-NY","Rochester",219773,47,0,1413,1996569,3892,5499396,387204.5,71,4
"1366","DENRSW",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"RSW","US-FL","Fort Myers",51970,68,1,1606,2579236,5330,8559980,303303,81.5,5
"1367","DENSAN",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"SAN","US-CA","San Diego",1223400,85,1,853,727609,34921,29787612,889018,90,5
"1368","DENSAT",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"SAT","US-TX","San Antonio",1144646,80,0,794,630436,10582,8402108,849641,87.5,4
"1369","DENSBA",0,0,1,0,0,0,"DEN","US-CO","Denver",554636,95,0,"SBA","US-CA","Santa Barbara",92325,11,1,916,839056,3622,3317752,323480.5,53,1
"1370","DENSDF",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"SDF","US-KY","Louisville",256231,62,0,1024,1048576,3959,4054016,405433.5,78.5,4
"1371","DENSEA",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"SEA","US-WA","Seattle",563374,86,0,1024,1048576,44765,45839360,559005,90.5,5
"1372","DENSFO",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"SFO","US-CA","San Francisco",776733,88,1,967,935089,59807,57833368,665684.5,91.5,5
"1373","DENSHV",1,1,0,0,0,0,"DEN","US-CO","Denver",554636,95,0,"SHV","US-LA","Shreveport",200145,19,0,831,690561,1188,987228,377390.5,57,2
"1374","DENSJC",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"SJC","US-CA","San Jose",894943,59,1,948,898704,25541,24212868,724789.5,77,4
"1375","DENSLC",0,1,1,0,1,0,"DEN","US-CO","Denver",554636,95,0,"SLC","US-UT","Salt Lake City",181743,74,0,391,152881,32927,12874457,368189.5,84.5,3
"1376","DENSMF",0,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"SMF","US-CA","Sacramento",407018,61,1,910,828100,14040,12776400,480827,78,3
"1377","DENSNA",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"SNA","US-CA","Santa Ana",337977,60,1,846,715716,21760,18408960,446306.5,77.5,4
"1378","DENSRQ",0,1,0,0,0,0,"DEN","US-CO","Denver",554636,95,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,1610,2592100,1313,2113930,303675.5,69,1
"1379","DENSTL",1,0,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"STL","US-MO","St Louis",348189,90,0,770,592900,21314,16411780,451412.5,92.5,4
"1380","DENSYR",1,1,1,1,1,0,"DEN","US-CO","Denver",554636,95,0,"SYR","US-NY","Syracuse",147306,41,0,1495,2235025,3954,5911230,350971,68,5
"1381","DENTOL",1,0,0,1,0,0,"DEN","US-CO","Denver",554636,95,0,"TOL","US-OH","Toledo",313619,15,0,1102,1214404,1391,1532882,434127.5,55,2
"1382","DENTPA",1,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"TPA","US-FL","Tampa",303447,92,1,1506,2268036,18804,28318824,429041.5,93.5,4
"1383","DENTUL",1,0,1,0,0,0,"DEN","US-CO","Denver",554636,95,0,"TUL","US-OK","Tulsa",393049,52,0,541,292681,6408,3466728,473842.5,73.5,2
"1384","DENTUS",0,1,1,1,0,0,"DEN","US-CO","Denver",554636,95,0,"TUS","US-AZ","Tucson",486699,60,0,639,408321,8569,5475591,520667.5,77.5,3
"1385","DENTYS",1,1,1,0,0,0,"DEN","US-CO","Denver",554636,95,0,"TYS","US-TN","Knoxville",173890,38,0,1175,1380625,3090,3630750,364263,66.5,3
"1386","DFWDSM",1,0,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"DSM","US-IA","Des Moines",198682,35,0,624,389376,4884,3047616,366688,66.5,1
"1387","DFWELP",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"ELP","US-TX","El Paso",563662,51,0,551,303601,12582,6932682,549178,74.5,2
"1388","DFWFAT",1,0,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"FAT","US-CA","Fresno",427652,19,1,1313,1723969,2219,2913547,481173,58.5,1
"1389","DFWFLL",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,1119,1252161,23052,25795188,343545.5,91,4
"1390","DFWFNT",0,0,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"FNT","US-MI","Flint",124943,28,0,1043,1087849,2032,2119376,329818.5,63,2
"1391","DFWFWA",1,0,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"FWA","US-IN","Fort Wayne",205727,14,0,859,737881,2562,2200758,370210.5,56,1
"1392","DFWGEG",0,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"GEG","US-WA","Spokane",195629,43,0,1477,2181529,2310,3411870,365161.5,70.5,3
"1393","DFWGRR",1,0,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"GRR","US-MI","Grand Rapids",197800,42,0,931,866761,5046,4697826,366247,70,3
"1394","DFWGSO",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"GSO","US-NC","Greensboro",223891,46,0,999,998001,8494,8485506,379292.5,72,4
"1395","DFWGSP",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"GSP","US-SC","Greenville",56720,36,0,862,743044,3946,3401452,295707,67,2
"1396","DFWHOU",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"HOU","US-TX","Houston",1953631,70,0,247,61009,9887,2442089,1244162.5,84,2
"1397","DFWIAD",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"IAD","US-DC","Washington",572059,66,0,1172,1373584,30380,35605360,553376.5,82,5
"1398","DFWICT",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"ICT","US-KS","Wichita",344284,32,0,328,107584,5484,1798752,439489,65,2
"1399","DFWIND",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"IND","US-IN","Indianapolis",781870,76,0,762,580644,14649,11162538,658282,87,4
"1400","DFWJAN",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"JAN","US-MS","Jackson",184256,43,0,408,166464,5084,2074272,359475,70.5,2
"1401","DFWJAX",1,1,0,0,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"JAX","US-FL","Jacksonville",735617,73,1,919,844561,13079,12019601,635155.5,85.5,3
"1402","DFWJFK",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"JFK","US-NY","New York",8008278,51,0,1391,1934881,5014,6974474,4271486,74.5,2
"1403","DFWLAN",0,0,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"LAN","US-MI","Lansing",119128,24,0,981,962361,1385,1358685,326911,61,1
"1404","DFWLAX",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"LAX","US-CA","Los Angeles",3694820,95,1,1235,1525225,52598,64958528,2114757,96.5,5
"1405","DFWLEX",0,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"LEX","US-KY","Lexington",260512,32,0,795,632025,2265,1800675,397603,65,1
"1406","DFWLGA",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"LGA","US-NY","New York",8008278,87,0,1389,1929321,65633,91164240,4271486,92.5,5
"1407","DFWLIT",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"LIT","US-AR","Little Rock",183133,53,0,304,92416,9541,2900464,358913.5,75.5,2
"1408","DFWMBS",0,0,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MBS","US-MI","Saginaw",61799,27,0,1015,1030225,1150,1167250,298246.5,62.5,2
"1409","DFWMCI",1,0,0,0,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MCI","US-MO","Kansas City",441545,86,0,460,211600,38562,17738520,488119.5,92,2
"1410","DFWMCO",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MCO","US-FL","Orlando",185951,92,1,984,968256,43637,42938808,360322.5,95,5
"1411","DFWMDT",1,0,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MDT","US-PA","Harrisburg",48880,31,0,1241,1540081,2790,3462390,291787,64.5,3
"1412","DFWMDW",1,0,0,0,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MDW","US-IL","Chicago",2896016,60,0,797,635209,34712,27665464,1715355,79,2
"1413","DFWMEM",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MEM","US-TN","Memphis",650100,70,0,432,186624,10860,4691520,592397,84,4
"1414","DFWMFE",1,0,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MFE","US-TX","Mc Allen",106414,22,0,468,219024,5182,2425176,320554,60,2
"1415","DFWMIA",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MIA","US-FL","Miami",362470,89,1,1121,1256641,20571,23060092,448582,93.5,5
"1416","DFWMKE",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MKE","US-WI","Milwaukee",596974,64,0,853,727609,12872,10979816,565834,81,4
"1417","DFWMLB",0,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MLB","US-FL","Melbourne",71382,28,1,1031,1062961,772,795932,303038,63,1
"1418","DFWMOB",0,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MOB","US-AL","Mobile",198915,29,0,540,291600,1973,1065420,366804.5,63.5,1
"1419","DFWMSY",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"MSY","US-LA","New Orleans",484674,87,0,448,200704,14612,6546176,509684,92.5,3
"1420","DFWOAK",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"OAK","US-CA","Oakland",399484,57,1,1456,2119936,12969,18882864,467089,77.5,4
"1421","DFWOKC",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"OKC","US-OK","Oklahoma City",506132,61,0,175,30625,5842,1022350,520413,79.5,2
"1422","DFWOMA",1,0,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"OMA","US-NE","Omaha",390007,56,0,583,339889,7740,4512420,462350.5,77,3
"1423","DFWORD",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"ORD","US-IL","Chicago",2896016,97,0,802,643204,58506,46921812,1715355,97.5,4
"1424","DFWORF",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"ORF","US-VA","Norfolk",234403,66,0,1213,1471369,7509,9108417,384548.5,82,2
"1425","DFWPBI",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"PBI","US-FL","West Palm Beach",82103,68,1,1103,1216609,7427,8191981,308398.5,83,2
"1426","DFWPDX",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"PDX","US-OR","Portland",529121,68,0,1616,2611456,15691,25356656,531907.5,83,5
"1427","DFWPHF",0,0,0,0,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"PHF","US-VA","Newport News",180150,16,0,1218,1483524,1940,2362920,357422,57,1
"1428","DFWPNS",0,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"PNS","US-FL","Pensacola",56255,38,1,604,364816,1870,1129480,295474.5,68,2
"1429","DFWPVD",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"PVD","US-RI","Providence",173618,59,0,1529,2337841,5677,8680133,354156,78.5,4
"1430","DFWRDU",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,1062,1127844,18616,19770192,498911,87.5,4
"1431","DFWRIC",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"RIC","US-VA","Richmond",197790,50,0,1158,1340964,8571,9925218,366242,74,3
"1432","DFWROC",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"ROC","US-NY","Rochester",219773,47,0,1266,1602756,3710,4696860,377233.5,72.5,4
"1433","DFWRSW",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"RSW","US-FL","Fort Myers",51970,68,1,1017,1034289,5124,5211108,293332,83,4
"1434","DFWSAN",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SAN","US-CA","San Diego",1223400,85,1,1171,1371241,24629,28840560,879047,91.5,5
"1435","DFWSAT",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SAT","US-TX","San Antonio",1144646,80,0,247,61009,15418,3808246,839670,89,3
"1436","DFWSBA",1,0,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SBA","US-CA","Santa Barbara",92325,11,1,1317,1734489,1543,2032131,313509.5,54.5,1
"1437","DFWSDF",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SDF","US-KY","Louisville",256231,62,0,733,537289,7988,5855204,395462.5,80,3
"1438","DFWSEA",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SEA","US-WA","Seattle",563374,86,0,1660,2755600,30952,51380320,549034,92,5
"1439","DFWSFO",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SFO","US-CA","San Francisco",776733,88,1,1464,2143296,36541,53496024,655713.5,93,5
"1440","DFWSHV",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SHV","US-LA","Shreveport",200145,19,0,190,36100,1913,363470,367419.5,58.5,2
"1441","DFWSJC",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SJC","US-CA","San Jose",894943,59,1,1438,2067844,25889,37228384,714818.5,78.5,4
"1442","DFWSLC",1,1,1,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SLC","US-UT","Salt Lake City",181743,74,0,988,976144,18075,17858100,358218.5,86,5
"1443","DFWSMF",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SMF","US-CA","Sacramento",407018,61,1,1431,2047761,10187,14577597,470856,79.5,4
"1444","DFWSNA",1,1,1,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SNA","US-CA","Santa Ana",337977,60,1,1205,1452025,20069,24183144,436335.5,79,4
"1445","DFWSRQ",0,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,969,938961,946,916674,293704.5,70.5,1
"1446","DFWSTL",1,0,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"STL","US-MO","St Louis",348189,90,0,551,303601,27109,14937059,441441.5,94,2
"1447","DFWSYR",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"SYR","US-NY","Syracuse",147306,41,0,1338,1790244,3021,4042098,341000,69.5,3
"1448","DFWTOL",1,0,0,0,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TOL","US-OH","Toledo",313619,15,0,993,986049,1880,1866840,424156.5,56.5,2
"1449","DFWTPA",1,1,0,1,1,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TPA","US-FL","Tampa",303447,92,1,929,863041,28930,26875970,419070.5,95,4
"1450","DFWTRI",0,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TRI","US-TN","Bristol/Johnson/Kingsport",115531,12,0,869,755161,1241,1078429,325112.5,55,1
"1451","DFWTUL",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TUL","US-OK","Tulsa",393049,52,0,237,56169,12811,3036207,463871.5,75,2
"1452","DFWTUS",1,1,0,1,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TUS","US-AZ","Tucson",486699,60,0,813,660969,8016,6517008,510696.5,79,3
"1453","DFWTYS",1,1,0,0,0,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,"TYS","US-TN","Knoxville",173890,38,0,772,595984,4600,3551200,354292,68,2
"1454","DSMFLL",1,0,0,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,1315,1729225,1547,2034305,175539.5,59.5,1
"1455","DSMIAD",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"IAD","US-DC","Washington",572059,66,0,888,788544,1380,1225440,385370.5,50.5,2
"1456","DSMIND",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"IND","US-IN","Indianapolis",781870,76,0,407,165649,1844,750508,490276,55.5,3
"1457","DSMLAX",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"LAX","US-CA","Los Angeles",3694820,95,1,1451,2105401,3563,5169913,1946751,65,3
"1458","DSMLGA",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"LGA","US-NY","New York",8008278,87,0,1031,1062961,3970,4093070,4103480,61,3
"1459","DSMMCO",1,1,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"MCO","US-FL","Orlando",185951,92,1,1140,1299600,4611,5256540,192316.5,63.5,4
"1460","DSMMEM",0,0,0,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"MEM","US-TN","Memphis",650100,70,0,490,240100,945,463050,424391,52.5,1
"1461","DSMMIA",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"MIA","US-FL","Miami",362470,89,1,1327,1760929,1952,2590304,280576,62,2
"1462","DSMMSY",1,0,0,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"MSY","US-LA","New Orleans",484674,87,0,839,703921,1085,910315,341678,61,2
"1463","DSMORD",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"ORD","US-IL","Chicago",2896016,97,0,299,89401,7222,2159378,1547349,66,2
"1464","DSMPDX",0,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"PDX","US-OR","Portland",529121,68,0,1581,2499561,1351,2135931,363901.5,51.5,1
"1465","DSMRDU",1,0,0,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,895,801025,1575,1409625,330905,56,2
"1466","DSMRSW",1,0,0,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"RSW","US-FL","Fort Myers",51970,68,1,1239,1535121,1699,2105061,125326,51.5,1
"1467","DSMSAN",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SAN","US-CA","San Diego",1223400,85,1,1442,2079364,2165,3121930,711041,60,2
"1468","DSMSAT",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SAT","US-TX","San Antonio",1144646,80,0,870,756900,1211,1053570,671664,57.5,2
"1469","DSMSEA",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SEA","US-WA","Seattle",563374,86,0,1464,2143296,2440,3572160,381028,60.5,3
"1470","DSMSFO",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SFO","US-CA","San Francisco",776733,88,1,1549,2399401,2917,4518433,487707.5,61.5,3
"1471","DSMSJC",0,0,0,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SJC","US-CA","San Jose",894943,59,1,1537,2362369,867,1332579,546812.5,47,0
"1472","DSMSLC",0,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SLC","US-UT","Salt Lake City",181743,74,0,980,960400,1039,1018220,190212.5,54.5,1
"1473","DSMSMF",0,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SMF","US-CA","Sacramento",407018,61,1,1499,2247001,986,1478014,302850,48,1
"1474","DSMSNA",1,0,1,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"SNA","US-CA","Santa Ana",337977,60,1,1435,2059225,1124,1612940,268329.5,47.5,2
"1475","DSMSTL",1,0,0,0,0,0,"DSM","US-IA","Des Moines",198682,35,0,"STL","US-MO","St Louis",348189,90,0,260,67600,2903,754780,273435.5,62.5,1
"1476","DSMTPA",1,0,1,1,0,0,"DSM","US-IA","Des Moines",198682,35,0,"TPA","US-FL","Tampa",303447,92,1,1127,1270129,2062,2323874,251064.5,63.5,3
"1477","ELPFLL",1,1,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,1632,2663424,1477,2410464,358029.5,67.5,3
"1478","ELPHOU",0,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"HOU","US-TX","Houston",1953631,70,0,677,458329,8484,5743668,1258646.5,60.5,1
"1479","ELPIAD",1,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"IAD","US-DC","Washington",572059,66,0,1697,2879809,924,1568028,567860.5,58.5,1
"1480","ELPIND",1,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"IND","US-IN","Indianapolis",781870,76,0,1250,1562500,2088,2610000,672766,63.5,2
"1481","ELPJFK",0,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"JFK","US-NY","New York",8008278,51,0,1942,3771364,425,825350,4285970,51,0
"1482","ELPLAX",0,1,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"LAX","US-CA","Los Angeles",3694820,95,1,714,509796,14951,10675014,2129241,73,3
"1483","ELPLGA",1,1,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"LGA","US-NY","New York",8008278,87,0,1904,3625216,2306,4390624,4285970,69,3
"1484","ELPLIT",1,1,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"LIT","US-AR","Little Rock",183133,53,0,843,710649,1144,964392,373397.5,52,3
"1485","ELPMCI",1,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"MCI","US-MO","Kansas City",441545,86,0,941,885481,2373,2232993,502603.5,68.5,2
"1486","ELPMCO",1,1,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"MCO","US-FL","Orlando",185951,92,1,1515,2295225,4176,6326640,374806.5,71.5,4
"1487","ELPMDW",0,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"MDW","US-IL","Chicago",2896016,60,0,1237,1530169,1617,2000229,1729839,55.5,1
"1488","ELPMFE",1,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"MFE","US-TX","Mc Allen",106414,22,0,983,966289,704,692032,335038,36.5,2
"1489","ELPMIA",1,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"MIA","US-FL","Miami",362470,89,1,1631,2660161,1086,1771266,463066,70,2
"1490","ELPMKE",0,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"MKE","US-WI","Milwaukee",596974,64,0,1303,1697809,483,629349,580318,57.5,0
"1491","ELPMSY",1,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"MSY","US-LA","New Orleans",484674,87,0,965,931225,2004,1933860,524168,69,3
"1492","ELPOAK",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"OAK","US-CA","Oakland",399484,57,1,987,974169,4086,4032882,481573,54,2
"1493","ELPOKC",1,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"OKC","US-OK","Oklahoma City",506132,61,0,563,316969,1543,868709,534897,56,2
"1494","ELPOMA",1,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"OMA","US-NE","Omaha",390007,56,0,1035,1071225,662,685170,476834.5,53.5,1
"1495","ELPORD",1,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"ORD","US-IL","Chicago",2896016,97,0,1236,1527696,8002,9890472,1729839,74,1
"1496","ELPORF",1,1,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"ORF","US-VA","Norfolk",234403,66,0,1753,3073009,852,1493556,399032.5,58.5,2
"1497","ELPPDX",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"PDX","US-OR","Portland",529121,68,0,1288,1658944,2066,2661008,546391.5,59.5,2
"1498","ELPPVD",1,0,0,0,0,0,"ELP","US-TX","El Paso",563662,51,0,"PVD","US-RI","Providence",173618,59,0,2040,4161600,638,1301520,368640,55,1
"1499","ELPRDU",1,1,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,1606,2579236,2210,3549260,513395,64,4
"1500","ELPSAN",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"SAN","US-CA","San Diego",1223400,85,1,636,404496,6706,4265016,893531,68,2
"1501","ELPSAT",0,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"SAT","US-TX","San Antonio",1144646,80,0,496,246016,12547,6223312,854154,65.5,1
"1502","ELPSDF",1,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"SDF","US-KY","Louisville",256231,62,0,1276,1628176,786,1002936,409946.5,56.5,2
"1503","ELPSEA",1,1,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"SEA","US-WA","Seattle",563374,86,0,1368,1871424,3926,5370768,563518,68.5,4
"1504","ELPSFO",0,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"SFO","US-CA","San Francisco",776733,88,1,993,986049,1290,1280970,670197.5,69.5,1
"1505","ELPSJC",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"SJC","US-CA","San Jose",894943,59,1,964,929296,3576,3447264,729302.5,55,2
"1506","ELPSLC",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"SLC","US-UT","Salt Lake City",181743,74,0,693,480249,2415,1673595,372702.5,62.5,2
"1507","ELPSMF",0,0,0,1,0,1,"ELP","US-TX","El Paso",563662,51,0,"SMF","US-CA","Sacramento",407018,61,1,981,962361,2359,2314179,485340,56,2
"1508","ELPSNA",0,0,0,1,0,0,"ELP","US-TX","El Paso",563662,51,0,"SNA","US-CA","Santa Ana",337977,60,1,685,469225,1072,734320,450819.5,55.5,1
"1509","ELPSTL",1,0,0,0,0,1,"ELP","US-TX","El Paso",563662,51,0,"STL","US-MO","St Louis",348189,90,0,1022,1044484,1850,1890700,455925.5,70.5,2
