v1,market,airlineaa,airlineal,airlinedl,airlinelcc,airlineua,airlinewn,city_pairaa,operate1aa,operate2aa,passengeraa,distaa,airpresenceaa,routeaa,lairpresenceaa,city_pairal,operate1al,operate2al,passengeral,distal,airpresenceal,routeal,lairpresenceal,city_pairdl,operate1dl,operate2dl,passengerdl,distdl,airpresencedl,routedl,lairpresencedl,city_pairlcc,operate1lcc,operate2lcc,passengerlcc,distlcc,airpresencelcc,routelcc,lairpresencelcc,city_pairua,operate1ua,operate2ua,passengerua,distua,airpresenceua,routeua,lairpresenceua,city_pairwn,operate1wn,operate2wn,passengerwn,distwn,airpresencewn,routewn,lairpresencewn,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,tourism,lpopulation,distancesq,distance,ldistance,ldistancesq
560,BOIMDW,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,494,1896.8563,937047,56.5,13.75049,BOI,US-ID,Boise,185787,38,0,MDW,US-IL,Chicago,2896016,60,0,1540901.5,1,0,14.247878,2096704,1448,7.2779384,14.555877
561,BOIMIA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,46,2508,115368,118.5,11.655891,1,1,1,0,0,0,0,0,0,1,1,226,2545.2844,575234.25,107.5,13.262534,0,1,0,0,0,0,0,0,BOI,US-ID,Boise,185787,38,0,MIA,US-FL,Miami,362470,89,1,274128.5,1,1,12.521352,5560164,2358,7.7655692,15.531138
562,BOIMSY,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,160,1727.1688,276347,119.5,12.529416,1,1,1,0,0,0,0,0,0,1,1,235,1788.7444,420354.94,100,12.948857,1,1,1,105,2121.8,222789,56,12.313985,BOI,US-ID,Boise,185787,38,0,MSY,US-LA,New Orleans,484674,87,0,335230.5,1,0,12.722573,2927521,1711,7.4448333,14.889667
563,BOIOAK,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3448,526.03662,1813774.3,55,14.410921,BOI,US-ID,Boise,185787,38,0,OAK,US-CA,Oakland,399484,57,1,292635.5,2,1,12.586683,261121,511,6.2363696,12.472739
564,BOIOKC,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,216,1157,249912,112,12.428868,0,1,0,0,0,0,0,0,0,1,1,268,1145.5652,307011.47,93,12.634644,1,1,1,41,1633.1111,66957.555,56,11.111829,BOI,US-ID,Boise,185787,38,0,OKC,US-OK,Oklahoma City,506132,61,0,345959.5,2,0,12.754077,1308736,1144,7.0422864,14.084573
565,BOIOMA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1130,1130,102.5,7.0308576,1,1,1,0,0,0,0,0,0,1,1,464,1140.4414,529164.81,107.5,13.179057,1,1,1,134,1718.9183,230335.06,55.5,12.347295,BOI,US-ID,Boise,185787,38,0,OMA,US-NE,Omaha,390007,56,0,287897,2,0,12.570358,1256641,1121,7.0219765,14.043953
566,BOIORD,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,243,1546.25,375738.75,118.5,12.836652,1,1,1,0,0,0,0,0,0,1,1,2381,1542.589,3672904.5,131,15.116493,0,1,0,0,0,0,0,0,BOI,US-ID,Boise,185787,38,0,ORD,US-IL,Chicago,2896016,97,0,1540901.5,2,0,14.247878,2064969,1437,7.2703128,14.540626
567,BOIPDX,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,35,921,32235,120,10.380839,0,1,1,0,0,0,0,0,1,1,1,3,528,1584,121,7.3683395,0,1,1,11925,375.08844,4472929.5,55.5,15.313555,BOI,US-ID,Boise,185787,38,0,PDX,US-OR,Portland,529121,68,0,357454,2,0,12.786762,118336,344,5.8406415,11.681283
568,BOISAN,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,512,917,469504,119.5,13.059434,0,1,1,0,0,0,0,0,0,1,1,1164,989.91162,1152257.1,119,13.957234,0,1,1,1196,772.16272,923506.63,55,13.735934,BOI,US-ID,Boise,185787,38,0,SAN,US-CA,San Diego,1223400,85,1,704593.5,4,1,13.465376,561001,749,6.6187391,13.237478
569,BOISAT,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,284,1393.4252,395732.75,120,12.888497,1,1,1,0,0,0,0,0,0,1,1,285,1443.3511,411355.06,106,12.927215,1,1,1,195,1659.5375,323609.81,55,12.687297,BOI,US-ID,Boise,185787,38,0,SAT,US-TX,San Antonio,1144646,80,0,665216.5,2,0,13.407867,1896129,1377,7.2276626,14.455325
570,BOISEA,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,50,980,49000,121.5,10.799596,0,1,1,0,0,0,0,0,1,1,1,14,399,5586,128.5,8.6281977,0,1,1,12013,404.89639,4864020.5,55.5,15.397376,BOI,US-ID,Boise,185787,38,0,SEA,US-WA,Seattle,563374,86,0,374580.5,2,0,12.833562,159201,399,5.9889612,11.977922
571,BOISFO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,87,890,77430,125,11.257142,1,1,1,0,0,0,0,0,0,1,1,5154,523.23291,2696742.5,122.5,14.807555,0,1,0,0,0,0,0,0,BOI,US-ID,Boise,185787,38,0,SFO,US-CA,San Francisco,776733,88,1,481260,1,1,13.084163,272484,522,6.2576675,12.515335
572,BOISJC,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,92,876,80592,108,11.297167,0,1,1,0,0,0,0,0,1,1,1,19,542.33331,10304.333,110.5,9.2404165,0,1,1,801,539.34021,432011.5,55,12.97621,BOI,US-ID,Boise,185787,38,0,SJC,US-CA,San Jose,894943,59,1,540365,2,1,13.2,273529,523,6.2595816,12.519163
573,BOISLC,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3291,291,957681,125,13.772271,1,1,1,0,0,0,0,0,1,1,1,3,291,873,116.5,6.7730803,0,1,1,5856,299.37067,1753114.6,56,14.376905,BOI,US-ID,Boise,185787,38,0,SLC,US-UT,Salt Lake City,181743,74,0,183765,2,0,12.121413,84681,291,5.6733232,11.346646
574,BOISMF,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,211,823,173653,107.5,12.06482,0,1,1,0,0,0,0,0,1,1,1,8,608,4864,107.5,8.4898224,0,1,1,814,828.32532,674256.81,54.5,13.421368,BOI,US-ID,Boise,185787,38,0,SMF,US-CA,Sacramento,407018,61,1,296402.5,2,1,12.599474,190969,437,6.0799332,12.159866
575,BOISNA,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,320,879,281280,110,12.54711,0,1,1,0,0,0,0,0,0,1,1,636,924.66327,588085.81,110.5,13.28463,0,1,1,220,862.40448,189728.98,52,12.153358,BOI,US-ID,Boise,185787,38,0,SNA,US-CA,Santa Ana,337977,60,1,261882,4,1,12.475649,473344,688,6.5337887,13.067577
576,BOISTL,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,2047,2047,116.5,7.624619,1,1,1,0,0,0,0,0,0,1,1,397,1452.5676,576669.38,112,13.265026,0,1,1,312,1612.1938,503004.47,56.5,13.128356,BOI,US-ID,Boise,185787,38,0,STL,US-MO,St Louis,348189,90,0,266988,3,0,12.494959,1912689,1383,7.2320104,14.464021
577,BOITPA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,196,2290.9319,449022.66,124,13.014831,1,1,1,0,0,0,0,0,0,1,1,342,2306.6619,788878.38,108,13.578369,1,1,1,73,2834.5,206918.5,56,12.240085,BOI,US-ID,Boise,185787,38,0,TPA,US-FL,Tampa,303447,92,1,244617,2,1,12.407449,4644025,2155,7.6755462,15.351092
578,BOITUS,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,35,879.88892,30796.111,116.5,10.335176,1,1,1,0,0,0,0,0,1,1,1,196,1242.5411,243538.06,105,12.403032,1,1,1,162,907.64862,147039.08,53.5,11.89846,BOI,US-ID,Boise,185787,38,0,TUS,US-AZ,Tucson,486699,60,0,336243,1,0,12.72559,705600,840,6.7334018,13.466804
579,BOSBTR,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,527,1419.5918,748124.88,119,13.525327,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,BTR,US-LA,Baton Rouge,227818,33,0,408479.5,2,0,12.920197,1946025,1395,7.2406497,14.481299
580,BOSBUF,0,1,0,0,0,0,1,1,1,2,488,976,92,6.8844867,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,BUF,US-NY,Buffalo,292648,54,0,440894.5,1,0,12.996561,156816,396,5.9814143,11.962829
581,BOSBUR,0,0,0,0,0,0,1,1,1,75,2807.8789,210590.92,87,12.257677,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,129,2844.2898,366913.38,107,12.812883,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,BUR,US-CA,Burbank,100316,39,1,344728.5,0,1,12.750512,6780816,2604,7.8648038,15.729608
582,BOSBWI,1,1,0,0,0,0,0,1,1,50,370,18500,102.5,9.8255796,0,1,1,0,0,0,0,0,1,1,1,3,370,1110,125,7.0130157,1,1,1,0,0,0,0,0,1,1,1,2,370,740,122.5,6.6080008,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,BWI,US-MD,Baltimore,651154,85,0,620147.5,2,0,13.337712,136161,369,5.9107966,11.821593
583,BOSCAE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,259,1142.0261,295784.78,124,12.597391,0,1,0,160,802.45282,128392.45,40.5,11.762855,0,1,0,4,814.5,3258,84,8.0891752,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CAE,US-SC,Columbia,116278,38,0,352709.5,1,0,12.7734,638401,799,6.6833611,13.366722
584,BOSCAK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,966,966,102.5,6.8741984,1,1,1,26,1474,38324,45,10.553858,0,1,0,2,666.5,1333,81.5,7.1959372,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CAK,US-OH,Akron,217074,21,0,403107.5,0,0,12.906959,320356,566,6.338594,12.677188
585,BOSCHA,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1037.3334,3112,91.5,8.0433426,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CHA,US-TN,Chattanooga,155554,20,0,372347.5,2,0,12.827583,938961,969,6.8762646,13.752529
586,BOSCHS,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,630,1204.1597,758620.56,131.5,13.539258,0,1,1,0,0,0,0,0,0,1,0,1,854,854,89,6.7511015,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CHS,US-SC,Charleston,96650,55,0,342895.5,3,0,12.745181,669124,818,6.7068624,13.413725
587,BOSCMH,1,1,1,1,0,0,0,1,1,20,640,12800,102,9.4572783,0,1,1,0,0,0,0,0,0,1,1,163,973.61108,158698.61,125.5,11.974769,0,1,1,0,0,0,0,0,1,1,1,68,1147.9667,78061.734,121.5,11.265268,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CMH,US-OH,Columbus,711470,73,0,650305.5,4,0,13.385198,409600,640,6.4614682,12.922936
588,BOSCOS,1,0,1,0,1,0,0,1,1,560,2165.4285,1212640,103.5,14.008311,1,1,1,0,0,0,0,0,0,1,1,449,1929.7426,866454.44,124.5,13.672166,0,1,0,0,0,0,0,0,0,1,1,853,1831.4482,1562225.4,120.5,14.261622,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,COS,US-CO,Colorado Springs,360890,49,0,475015.5,3,0,13.071103,3161284,1778,7.4832444,14.966489
589,BOSCVG,0,1,1,0,0,0,1,1,1,3,1131,3393,95,8.1297646,0,1,1,0,0,0,0,0,0,1,1,8535,757.14557,6462237.5,139.5,15.681486,0,1,0,13,883,11479,34.5,9.348362,1,1,1,135,1129.7273,152513.19,116,11.935013,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,CVG,US-KY,Cincinnati,331285,70,0,460213,2,0,13.039445,565504,752,6.6227365,13.245473
590,BOSDAB,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,702,1320.0803,926696.38,120,13.739383,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DAB,US-FL,Daytona Beach,64112,34,1,326626.5,2,1,12.696572,1159929,1077,6.9819345,13.963869
591,BOSDAL,0,0,0,0,0,0,1,1,1,19,1665,31635,76,10.362051,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DAL,US-TX,Dallas,1188580,93,0,888860.5,0,0,13.697696,2452356,1566,7.3562799,14.71256
592,BOSDAY,0,1,0,0,1,0,1,1,1,2,1107,2214,90.5,7.7030077,0,1,1,0,0,0,0,0,1,1,1,31,1378,42718,121.5,10.662399,1,1,1,71,1378,97838,54.5,11.491078,0,1,1,218,1103.2954,240518.41,120,12.390556,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DAY,US-OH,Dayton,166179,45,0,377660,2,0,12.841749,505521,711,6.5666723,13.133345
593,BOSDCA,1,1,1,0,0,0,0,1,1,6089,399,2429511,113,14.703201,0,1,1,0,0,0,0,0,0,1,1,12885,399,5141115,129,15.452781,1,1,1,116,399,46284,46,10.742573,1,1,1,10,399,3990,115,8.2917967,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DCA,US-DC,Washington,572059,87,0,580600,3,0,13.271817,159201,399,5.9889612,11.977922
594,BOSDEN,1,1,1,1,1,0,0,1,1,2446,1926.9341,4713281,118.5,15.365895,0,1,1,0,0,0,0,0,0,1,1,863,2011.6285,1736035.4,136,14.367115,0,1,1,3755,1759.5203,6606998.5,55.5,15.70364,0,1,1,19501,1782.8713,34767772,148,17.364201,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DEN,US-CO,Denver,554636,95,0,571888.5,5,0,13.2567,3076516,1754,7.4696541,14.939308
595,BOSDFW,1,1,1,1,1,0,0,1,1,19178,1605.5548,30791330,128,17.242744,0,1,1,0,0,0,0,0,0,1,1,7287,1615.6931,11773556,143.5,16.281366,0,1,1,1936,2023.915,3918299.5,57.5,15.181169,0,1,1,618,1687.0791,1042614.9,130,13.857244,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,561917.5,5,0,13.23911,2439844,1562,7.3537221,14.707444
596,BOSDSM,1,1,0,0,1,0,0,1,1,8,1167,9336,97.5,9.1417398,0,1,1,0,0,0,0,0,1,1,1,5,1689,8445,97,9.0414486,1,1,1,4,1167,4668,39.5,8.4487,0,1,1,763,1180.9633,901074.94,118,13.711345,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,DSM,US-IA,Des Moines,198682,35,0,393911.5,3,0,12.883882,1359556,1166,7.0613341,14.122668
597,BOSELP,1,1,1,0,0,0,0,1,1,696,2115.6704,1472506.6,106.5,14.202477,0,1,1,0,0,0,0,0,0,1,1,292,2166.4651,632607.81,121.5,13.357608,1,1,1,69,2317,159873,38,11.982141,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,ELP,US-TX,El Paso,563662,51,0,576401.5,3,0,13.26456,4272489,2067,7.6338534,15.267707
598,BOSFAT,0,0,0,0,0,0,1,1,1,57,2916.28,166227.97,89.5,12.021121,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,FAT,US-CA,Fresno,427652,19,1,508396.5,0,1,13.139017,6749604,2598,7.8624973,15.724995
599,BOSFLL,1,1,1,1,0,0,0,1,1,5334,1249.8578,6666741.5,108,15.712642,0,1,1,0,0,0,0,0,0,1,1,21281,1289.2241,27435978,132,17.127365,0,1,1,455,1779.4756,809661.38,57,13.604373,1,1,1,102,2032.6666,207332,104.5,12.242082,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,FLL,US-FL,Fort Lauderdale,152397,84,1,370769,4,1,12.823335,1530169,1237,7.1204443,14.240889
600,BOSFNT,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,35,1590,55650,38.5,10.926855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,FNT,US-MI,Flint,124943,28,0,357042,1,0,12.785608,473344,688,6.5337887,13.067577
601,BOSFWA,0,1,0,0,0,0,1,1,1,1,1024,1024,73.5,6.9324479,0,1,1,0,0,0,0,0,1,1,1,5,888,4440,97.5,8.3986349,0,1,0,0,0,0,0,0,1,1,1,2,1024,2048,88,7.6251073,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,FWA,US-IN,Fort Wayne,205727,14,0,397434,1,0,12.892784,547600,740,6.6066504,13.213301
602,BOSGEG,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,198,2665.7104,527810.69,121,13.176495,1,1,1,0,0,0,0,0,0,1,1,293,2545.3777,745795.69,116,13.522208,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,GEG,US-WA,Spokane,195629,43,0,392385,2,0,12.879999,5171076,2274,7.7292957,15.458591
603,BOSGRR,0,1,0,0,1,0,1,1,1,4,1001.5,4006,86,8.2957983,0,1,1,0,0,0,0,0,1,1,1,3,1020,3060,102.5,8.0264969,0,1,0,3,998,2994,44,8.0046997,0,1,1,528,989.82874,522629.56,118,13.16663,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,GRR,US-MI,Grand Rapids,197800,42,0,393470.5,2,0,12.882761,565504,752,6.6227365,13.245473
604,BOSGSO,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,321,1242,398682,125.5,12.895922,1,1,1,187,1252,234124,50.5,12.36361,1,1,1,5,1135.4,5677,106.5,8.6443539,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,GSO,US-NC,Greensboro,223891,46,0,406516,2,0,12.915379,416025,645,6.4692502,12.9385
605,BOSGSP,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,358,1105.5427,395784.28,126.5,12.888627,0,1,0,0,0,0,0,0,0,1,0,6,1012,6072,83.5,8.7116079,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,GSP,US-SC,Greenville,56720,36,0,322930.5,2,0,12.685192,630436,794,6.6770835,13.354167
606,BOSHOU,1,0,1,1,0,0,0,1,1,20,2565,51300,86.5,10.845466,0,1,0,0,0,0,0,0,0,1,1,451,1644.9344,741865.44,118,13.516925,0,1,1,812,1642,1333304,44,14.103171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,HOU,US-TX,Houston,1953631,70,0,1271386,3,0,14.055618,2601769,1613,7.3858509,14.771702
607,BOSIAD,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,12,413.28571,4959.4287,123,8.5092478,1,1,1,16,413.28571,6612.5713,67,8.7968788,0,1,1,19205,413.1243,7934052,131.5,15.886675,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,IAD,US-DC,Washington,572059,66,0,580600,2,0,13.271817,170569,413,6.0234475,12.046895
608,BOSICT,1,0,0,0,0,0,0,1,1,111,1890,209790,101.5,12.253867,1,1,1,0,0,0,0,0,1,1,1,1,1451,1451,85,7.2806973,0,1,0,0,0,0,0,0,1,1,1,152,1493.0294,226940.47,113,12.332447,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,ICT,US-KS,Wichita,344284,32,0,466712.5,1,0,13.053469,2067844,1438,7.2710085,14.542017
609,BOSIND,1,1,0,0,1,0,0,1,1,12,1466.4166,17597,100,9.7755404,0,1,1,0,0,0,0,0,1,1,1,95,1045.5555,99327.773,130.5,11.50619,1,1,1,127,1023,129921,57,11.77469,0,1,1,359,1036.6774,372167.19,124.5,12.827101,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,IND,US-IN,Indianapolis,781870,76,0,685505.5,3,0,13.437912,667489,817,6.7056389,13.411278
610,BOSISP,1,0,0,0,0,0,0,1,1,22,153,3366,62.5,8.1217775,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,ISP,US-NY,Islip,17932,30,0,303536.5,1,0,12.623257,23409,153,5.0304379,10.060876
611,BOSJAN,0,0,1,0,0,0,1,1,1,1,1970,1970,72.5,7.5862961,1,1,1,0,0,0,0,0,0,1,1,509,1296.0737,659701.5,125.5,13.399545,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,JAN,US-MS,Jackson,184256,43,0,386698.5,1,0,12.8654,1656369,1287,7.160069,14.320138
612,BOSJAX,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2195,1249.1023,2741779.5,132,14.824118,0,1,1,336,1229.5555,413130.66,53.5,12.931521,1,1,1,31,1732,53692,104.5,10.891038,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,JAX,US-FL,Jacksonville,735617,73,1,662379,3,1,13.403593,1022121,1011,6.9186954,13.837391
613,BOSJFK,1,0,1,0,1,0,0,1,1,719,187,134453,104,11.808977,1,1,1,0,0,0,0,0,0,1,1,586,187,109582,119.5,11.604438,1,1,1,364,187,68068,54,11.128277,0,1,1,395,187,73865,108.5,11.210008,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,JFK,US-NY,New York,8008278,51,0,4298709.5,3,0,15.273826,34969,187,5.2311087,10.462217
614,BOSLAN,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1010,1010,91,6.9186954,0,1,0,0,0,0,0,0,1,1,1,7,1046,7322,88,8.8987751,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,LAN,US-MI,Lansing,119128,24,0,354134.5,1,0,12.777432,498436,706,6.5596151,13.11923
615,BOSLAX,1,1,1,1,1,0,0,1,1,18111,2639.3176,47800680,116.5,17.68255,0,1,1,0,0,0,0,0,0,1,1,8263,2659.3813,21974468,134.5,16.905392,0,1,1,3467,2624.417,9098854,51.5,16.023659,0,1,1,12932,2642.7375,34175880,140,17.347031,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,LAX,US-CA,Los Angeles,3694820,95,1,2141980.5,5,1,14.577242,6817321,2611,7.8674884,15.734977
616,BOSLEX,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,280,1052.2087,294618.44,126.5,12.59344,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,LEX,US-KY,Lexington,260512,32,0,424826.5,1,0,12.959436,605284,778,6.6567264,13.313453
617,BOSLGA,0,1,1,0,0,0,1,1,1,7,185,1295,110,7.167038,0,1,1,0,0,0,0,0,0,1,1,62615,185,11583775,128.5,16.265116,1,1,1,2,365,730,70.5,6.5944133,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,LGA,US-NY,New York,8008278,87,0,4298709.5,2,0,15.273826,34225,185,5.220356,10.440712
618,BOSLIT,1,1,1,0,0,0,0,1,1,69,1878.1082,129589.46,103.5,11.772135,0,1,1,0,0,0,0,0,0,1,1,527,1402.5931,739166.56,124,13.51328,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,LIT,US-AR,Little Rock,183133,53,0,386137,3,0,12.863948,1587600,1260,7.1388669,14.277734
619,BOSMBS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,73,1089,79497,113,11.283487,0,0,0,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,MBS,US-MI,Saginaw,61799,27,0,325470,1,0,12.693026,532900,730,6.5930448,13.18609
620,BOSMCI,1,1,1,1,1,0,0,1,1,544,1329.8,723411.25,113.5,13.491735,0,1,1,0,0,0,0,0,0,1,1,1288,1505.121,1938595.8,127,14.477475,0,1,1,0,0,0,0,0,0,1,1,451,1321.837,596148.5,122,13.298246,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,MCI,US-MO,Kansas City,441545,86,0,515343,5,0,13.152588,1577536,1256,7.1356874,14.271375
621,BOSMCO,1,1,1,1,1,0,0,1,1,5167,1168.387,6037055.5,113,15.613427,0,1,1,0,0,0,0,0,0,1,1,34283,1170.99,40145048,141,17.508009,0,1,1,653,1599.5,1044473.5,58,13.859024,0,1,1,967,1333.1217,1289128.8,126.5,14.069478,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,MCO,US-FL,Orlando,185951,92,1,387546,5,1,12.86759,1256641,1121,7.0219765,14.043953
622,BOSMDW,0,0,0,1,0,0,1,1,1,14,985,13790,87.5,9.5317717,1,1,1,0,0,0,0,0,0,1,0,6,1536,9216,98,9.1288052,0,1,1,9440,1203.4937,11360980,56,16.245695,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,US-MA,Boston,589141,90,0,MDW,US-IL,Chicago,2896016,60,0,1742578.5,1,0,14.370876,741321,861,6.7580943,13.516189
